"Batch_No","Product","Site","Manufacture_Date","Release_Date","Operator_ID","Batch_Size_kg","Assay_pct","Dissolution_pct","pH","Moisture_pct","Yield_pct","Assay_Fail","Dissolution_Fail","pH_Fail","Moisture_Fail","Result","Batch_Status","Deviation_Raised","CAPA_Required"
"BN-DUN-202605-0120","Biologics-DS-B","Dunboyne","2026-05-13",2026-05-25,"OP-013",45.7,98.01,87.79,7.14,0.178,86.14,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202605-0548","HepC-API","Ballydine","2026-05-14",2026-06-01,"OP-010",45.9,99.17,90.72,7.26,0.309,90.54,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202605-0438","HepC-API","Ballydine","2026-05-15",2026-05-31,"OP-009",203.6,99.06,91.05,7.12,0.272,87.98,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202605-0332","Biologics-DS-B","Dunboyne","2026-05-20",2026-05-27,"OP-002",46.3,97.92,80.77,6.93,0.269,89.97,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202605-0431","Gardasil-Fill","Carlow","2026-05-26",2026-06-08,"OP-004",100.7,99.95,87.7,7.07,0.222,91.58,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202605-0114","Gardasil-Fill","Carlow","2026-05-31",2026-06-05,"OP-015",200.1,99.66,88.28,7.07,0.431,90.54,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202606-0228","Gardasil-Fill","Carlow","2026-06-04",2026-06-22,"OP-015",202,97.05,85.9,7.2,0.317,89.55,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202606-0369","Keytruda-API","Ballydine","2026-06-04",2026-06-18,"OP-014",50.2,99.3,87.58,6.97,0.198,88.04,"No","No","No","No","Pass","Released","Yes","Yes"
"BN-DUN-202606-0259","Biologics-DS-A","Dunboyne","2026-06-09",2026-06-17,"OP-008",49,97.88,88.17,7.16,0.186,88,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202606-0109","Biologics-DS-A","Dunboyne","2026-06-10",2026-06-18,"OP-009",53.3,98.68,88.6,7.15,0.321,84.76,"No","No","No","No","Pass","Released","Yes","Yes"
"BN-DUN-202606-0453","Biologics-DS-A","Dunboyne","2026-06-11",2026-06-17,"OP-018",195,97.85,85.57,7.19,0.228,83.64,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202606-0482","Biologics-DS-B","Dunboyne","2026-06-11",2026-06-19,"OP-011",196.9,98.43,89.9,7,0.319,85.26,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202606-0255","Oncology-BioTx_01","Brinny","2026-06-12",2026-06-29,"OP-003",50.4,99.47,93.64,7.14,0.308,87.6,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202606-0330","Biologics-DS-B","Dunboyne","2026-06-12",2026-06-21,"OP-001",246.9,98.58,90.87,7.18,0.306,83.95,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202606-0592","Biologics-DS-A","Dunboyne","2026-06-13",2026-06-27,"OP-018",195.2,97.55,86.41,6.96,0.142,85.76,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202606-0236","Keytruda-API","Ballydine","2026-06-18",2026-06-29,"OP-014",52.4,99.12,85.25,7.34,0.202,86.55,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202606-0381","Oncology-BioTx_01","Brinny","2026-06-22",2026-07-07,"OP-008",101.9,94.16,71.18,6.44,0.281,75.41,"Yes","Yes","Yes","No","Fail","Rejected","Yes","Yes"
"BN-BRI-202606-0022","Oncology-BioTx_01","Brinny","2026-06-24",2026-07-05,"OP-018",201.3,99.03,86.6,6.95,0.327,89.44,"No","No","No","No","Pass","Released","No","No"
